Player Name,Player ID,NAME,COUNTRY,Full name,Playing role,Batting style,Bowling style
FH Edwards,51782,Fidel Edwards,West Indies,Fidel Henderson Edwards,Bowler,Right-hand bat,Right-arm fast
Imrul Kayes,280734,Imrul Kayes,Bangladesh,Imrul Kayes,Opening batsman,Left-hand bat,nan
S Matsikenyeri,55612,Stuart Matsikenyeri,Zimbabwe,Stuart Matsikenyeri,nan,Right-hand bat,Right-arm offbreak
CB Mpofu,55633,Chris Mpofu,Zimbabwe,Christopher Bobby Mpofu,Bowler,Right-hand bat,Right-arm fast-medium
AL Phehlukwayo,540316,Andile Phehlukwayo,South Africa,Andile Lucky Phehlukwayo,Bowler,Left-hand bat,Right-arm fast-medium
RA Harper,52045,Roger Harper,West Indies,Roger Andrew Harper,nan,Right-hand bat,Right-arm offbreak
Imad Wasim,227758,Imad Wasim,Pakistan,Syed Imad Wasim,Allrounder,Left-hand bat,Slow left-arm orthodox
GR Larsen,37601,Gavin Larsen,New Zealand,Gavin Rolf Larsen,nan,Right-hand bat,Right-arm medium
Bilal Khan,937953,Bilal Khan,Oman,Bilal Khan,Bowler,Left-hand bat,Left-arm medium-fast
WB Rankin,24599,Boyd Rankin,Ireland,William Boyd Rankin,Bowler,Left-hand bat,Right-arm fast-medium
IR Bishop,51226,Ian Bishop,West Indies,Ian Raphael Bishop,nan,Right-hand bat,Right-arm fast
AJ Hosein,530812,Akeal Hosein,West Indies,Akeal Jerome Hosein,Bowler,Left-hand bat,Slow left-arm orthodox
M Labuschagne,787987,Marnus Labuschagne,Australia,Marnus Labuschagne,Batting allrounder,Right-hand bat,Legbreak
W Madhevere,938959,Wesley Madhevere,South Africa,Wesley Madhevere,Allrounder,Right-hand bat,Right-arm offbreak
PR Reiffel,7326,Paul Reiffel,Australia,Paul Ronald Reiffel,Bowler,Right-hand bat,Right-arm fast-medium
T Shamsi,379145,Tabraiz Shamsi,South Africa,Tabraiz Shamsi,Bowler,Right-hand bat,Slow left-arm chinaman
IJL Trott,47623,Jonathan Trott,England,Ian Jonathan Leonard Trott,Top-order batsman,Right-hand bat,Right-arm medium
SM Curran,662973,Sam Curran,England,Samuel Matthew Curran,Allrounder,Left-hand bat,Left-arm medium-fast
ST Finn,210283,Steven Finn,England,Steven Thomas Finn,Bowler,Right-hand bat,Right-arm fast-medium
RR Hendricks,269280,Reeza Hendricks,South Africa,Reeza Raphael Hendricks,Opening batsman,Right-hand bat,Right-arm offbreak
AH Jones,37491,Andrew Jones,New Zealand,Andrew Howard Jones,nan,Right-hand bat,Right-arm offbreak
SE Marsh,6683,Shaun Marsh,Australia,Shaun Edward Marsh,Top-order batsman,Left-hand bat,Slow left-arm orthodox
GJ Bailey,4451,George Bailey,Australia,George John Bailey,Top-order batsman,Right-hand bat,Right-arm medium
JE Emburey,12514,John Emburey,England,John Ernest Emburey,nan,Right-hand bat,Right-arm offbreak
MJ Greatbatch,37105,Mark Greatbatch,New Zealand,Mark John Greatbatch,nan,Left-hand bat,Right-arm medium
GF Lawson,6272,Geoff Lawson,Australia,Geoffrey Francis Lawson,nan,Right-hand bat,Right-arm fast
Sabbir Rahman,373538,Sabbir Rahman,Bangladesh,Mohammad Sabbir Rahman,Middle-order batsman,Right-hand bat,Legbreak
MN Waller,55872,Malcolm Waller,Zimbabwe,Malcolm Noel Waller,Batsman,Right-hand bat,Right-arm offbreak
DNT Zoysa,51050,Nuwan Zoysa,Sri Lanka,Demuni Nuwan Tharanga Zoysa,nan,Left-hand bat,Left-arm fast-medium
ZE Green,596664,Zane Green,Namibia,Zane Edward Green,Wicketkeeper batsman,Left-hand bat,nan
AC Hudson,45458,Andrew Hudson,South Africa,Andrew Charles Hudson,nan,Right-hand bat,Right-arm medium
ND McKenzie,46208,Neil McKenzie,South Africa,Neil Douglas McKenzie,nan,Right-hand bat,Right-arm medium
WP Masakadza,571703,Wellington Masakadza,Zimbabwe,Wellington Pedzisai Masakadza,Bowler,Left-hand bat,Slow left-arm orthodox
LE Plunkett,19264,Liam Plunkett,England,Liam Edward Plunkett,Bowler,Right-hand bat,Right-arm fast
CA Young,364343,Craig Young,Ireland,Craig Alexander Young,Bowler,Right-hand bat,Right-arm fast-medium
J Botha,44149,Johan Botha,South Africa,Johan Botha,Allrounder,Right-hand bat,Right-arm offbreak
SJ Harmison,14054,Steve Harmison,England,Stephen James Harmison,nan,Right-hand bat,Right-arm fast-medium
Mohsin Khan,41303,Mohsin Khan,Pakistan,Mohsin Hasan Khan,nan,Right-hand bat,Right-arm medium
C Munro,232359,Colin Munro,New Zealand,Colin Munro,Middle-order batsman,Left-hand bat,Right-arm medium-fast
DR Tuffey,38620,Daryl Tuffey,New Zealand,Daryl Raymond Tuffey,Bowler,Right-hand bat,Right-arm fast-medium
Babar Hayat,539304,Babar Hayat,Hong Kong,Babar Hayat,Batsman,Right-hand bat,Right-arm medium
J Charles,333066,Johnson Charles,West Indies,Johnson Charles,Wicketkeeper batsman,Right-hand bat,nan
JN Frylinck,482478,Jan Frylinck,Namibia,Jan Nicolaas Frylinck,Allrounder,Left-hand bat,Left-arm fast-medium
H Klaasen,436757,Heinrich Klaasen,South Africa,Heinrich Klaasen,Wicketkeeper batsman,Right-hand bat,nan
SP Narine,230558,Sunil Narine,West Indies,Sunil Philip Narine,Bowler,Left-hand bat,Right-arm offbreak
L Ronchi,7502,Luke Ronchi,New Zealand,Luke Ronchi,Wicketkeeper batsman,Right-hand bat,nan
BL Cairns,36595,Lance Cairns,New Zealand,Bernard Lance Cairns,nan,Right-hand bat,Right-arm medium-fast
VG Kambli,30009,Vinod Kambli,India,Vinod Ganpat Kambli,nan,Left-hand bat,Right-arm offbreak
Sohail Tanvir,43265,Sohail Tanvir,Pakistan,Sohail Tanvir,Bowler,Left-hand bat,Left-arm medium-fast
TP Ura,302845,Tony Ura,Papua New Guinea,Tony Pala Ura,Opening batsman,Right-hand bat,nan
Zeeshan Maqsood,585083,Zeeshan Maqsood,Oman,Zeeshan Maqsood,Opening batsman,Left-hand bat,Slow left-arm orthodox
SE Bond,36326,Shane Bond,New Zealand,Shane Edward Bond,Bowler,Right-hand bat,Right-arm fast
HC Brook,911707,Harry Brook,England,Harry Cherrington Brook,Batsman,Right-hand bat,Right-arm medium
AG Prince,46788,Ashwell Prince,South Africa,Ashwell Gavin Prince,nan,Left-hand bat,Right-arm offbreak
JJ Smit,553821,JJ Smit,Namibia,Johannes Jonathan Smit,Bowling allrounder,Right-hand bat,Left-arm medium-fast
PA Strang,55758,Paul Strang,Zimbabwe,Paul Andrew Strang,nan,Right-hand bat,Legbreak googly
Zahoor Khan,384525,Zahoor Khan,United Arab Emirates,Zahoor Khan,Bowler,Right-hand bat,Right-arm medium-fast
SO Ngoche,308515,Shem Ngoche,Kenya,Shem Obado Ngoche,Bowler,Right-hand bat,Slow left-arm orthodox
Saleem Yousuf,42626,Saleem Yousuf,Pakistan,Saleem Yousuf,nan,Right-hand bat,nan
MC Snedden,38398,Martin Snedden,New Zealand,Martin Colin Snedden,nan,Left-hand bat,Right-arm medium-fast
C Campher,595921,Curtis Campher,South Africa,Curtis Campher,nan,Right-hand bat,Right-arm medium
GP Howarth,37254,Geoff Howarth,New Zealand,Geoffrey Philip Howarth,nan,Right-hand bat,Right-arm offbreak
NV Knight,15913,Nick Knight,England,Nicholas Verity Knight,Opening batsman,Left-hand bat,Right-arm medium
A Nel,46569,Andre Nel,South Africa,Andre Nel,nan,Right-hand bat,Right-arm fast-medium
Syed Aziz,868003,Syed Aziz,Malaysia,Syed Aziz Syed Mubarak,nan,Left-hand bat,Right-arm medium
CB Wishart,55854,Craig Wishart,Zimbabwe,Craig Brian Wishart,Opening batsman,Right-hand bat,Right-arm offbreak
S Bau,420427,Sese Bau,Papua New Guinea,Sese Bau,Middle-order batsman,Left-hand bat,Right-arm medium
AR Caddick,10633,Andy Caddick,England,Andrew Richard Caddick,nan,Right-hand bat,Right-arm fast-medium
Dawlat Zadran,516561,Dawlat Zadran,Afghanistan,Dawlat Zadran,Bowler,Right-hand bat,Right-arm fast-medium
AF Giles,13368,Ashley Giles,England,Ashley Fraser Giles,nan,Right-hand bat,Slow left-arm orthodox
JB Little,928067,Josh Little,Ireland,Joshua Brian Little,Allrounder,Right-hand bat,Left-arm fast
BM McMillan,46214,Brian McMillan,South Africa,Brian Mervin McMillan,nan,Right-hand bat,Right-arm medium-fast
MJ Slater,7629,Michael Slater,Australia,Michael Jonathon Slater,nan,Right-hand bat,Right-arm medium
PA van Meekeren,348109,Paul van Meekeren,Netherlands,Paul Adriaan van Meekeren,Bowler,Right-hand bat,Right-arm fast-medium
GR Viswanath,35712,Gundappa Viswanath,India,Gundappa Rangnath Viswanath,nan,Right-hand bat,Legbreak
DJ Willey,308251,David Willey,England,David Jonathan Willey,Allrounder,Left-hand bat,Left-arm fast-medium
Aizaz Khan,401540,Aizaz Khan,Hong Kong,Aizaz Mohammad Khan,Allrounder,Right-hand bat,Right-arm medium-fast
MC Cowdrey,10846,Colin Cowdrey,England,Michael Colin Cowdrey,nan,Right-hand bat,Legbreak
C de Grandhomme,55395,Colin de Grandhomme,New Zealand,Colin de Grandhomme,Allrounder,Right-hand bat,Right-arm fast-medium
APE Knott,15917,Alan Knott,England,Alan Philip Eric Knott,nan,Right-hand bat,Right-arm offbreak
Nasir Hossain,300618,Nasir Hossain,Bangladesh,Mohammad Nasir Hossain,Allrounder,Right-hand bat,Right-arm offbreak
RJ Peterson,46750,Robin Peterson,South Africa,Robin John Peterson,Bowler,Left-hand bat,Slow left-arm orthodox
N Vanua,524253,Norman Vanua,Papua New Guinea,Norman Vanua,Bowler,Right-hand bat,Right-arm medium
CD Collymore,51481,Corey Collymore,West Indies,Corey Dalanelo Collymore,Bowler,Right-hand bat,Right-arm fast-medium
JJ Crowe,36620,Jeff Crowe,New Zealand,Jeffrey John Crowe,nan,Right-hand bat,Right-arm bowler
Ehsan Khan,40082,Ehsan Khan,Hong Kong,Ehsan Khan,Bowler,Right-hand bat,Right-arm offbreak
DJ Malan,236489,Dawid Malan,England,Dawid Johannes Malan,Top-order batsman,Left-hand bat,Legbreak
MD Patel,1159641,Monank Patel,United States of America,Monank Dilipbhai Patel,nan,Right-hand bat,nan
JL Langer,6256,Justin Langer,Australia,Justin Lee Langer,Opening batsman,Left-hand bat,Right-arm medium
BJ McCarthy,348059,Barry McCarthy,Ireland,Barry John McCarthy,Bowler,Right-hand bat,Right-arm medium
DJ Nash,38008,Dion Nash,New Zealand,Dion Joseph Nash,nan,Right-hand bat,Right-arm fast-medium
R Shepherd,677077,,,,,,
Aftab Ahmed,56266,Aftab Ahmed,Bangladesh,Aftab Ahmed Chowdhury,nan,Right-hand bat,Right-arm medium
Basil Hameed,1209110,,,,,,
Imran Nazir,40563,Imran Nazir,Pakistan,Imran Nazir,nan,Right-hand bat,Legbreak
Mohammad Nadeem,41984,Mohammad Nadeem,Oman,Mohammad Nadeem,Bowler,Right-hand bat,Right-arm medium-fast
S Muniandy,633638,Sharvin Muniandy,Malaysia,Sharvin Muniandy,nan,Right-hand bat,Right-arm medium
NN Odhiambo,238612,Nehemiah Odhiambo,Kenya,Nehemiah Ngoche Odhiambo,Bowler,Right-hand bat,Right-arm medium-fast
DN Patel,38118,Dipak Patel,New Zealand,Dipak Narshibhai Patel,nan,Right-hand bat,Right-arm offbreak
DL Underwood,22149,Derek Underwood,England,Derek Leslie Underwood,Bowler,Right-hand bat,Slow left-arm orthodox
V Aravind,1178586,Vriitya Aravind,United Arab Emirates,Vriitya Aravind,Wicketkeeper,Right-hand bat,nan
DD Ebrahim,55416,Dion Ebrahim,Zimbabwe,Dion Digby Ebrahim,nan,Right-hand bat,Right-arm medium
AJ Hall,45396,Andrew Hall,South Africa,Andrew James Hall,nan,Right-hand bat,Right-arm fast-medium
SV Manjrekar,30934,Sanjay Manjrekar,India,Sanjay Vijay Manjrekar,nan,Right-hand bat,Right-arm offbreak
RL Powell,52681,Ricardo Powell,West Indies,Ricardo Lloyd Powell,Batsman,Right-hand bat,Right-arm offbreak
Shoriful Islam,990039,Shoriful Islam,Bangladesh,Mohammad Shoriful Islam,Bowler,Left-hand bat,Left-arm medium-fast
L Siaka,440990,Lega Siaka,Papua New Guinea,Lega Siaka,Opening batsman,Right-hand bat,"Right-arm fast-medium, Legbreak"
Virandeep Singh,633660,Virandeep Singh,Malaysia,Virandeep Singh,nan,Right-hand bat,Slow left-arm orthodox
Wasim Raja,43553,Wasim Raja,Pakistan,Wasim Hasan Raja,nan,Left-hand bat,Legbreak googly
Aarif Sheikh,701217,Aarif Sheikh,Nepal,Aarif Sheikh,Top-order batsman,Right-hand bat,Right-arm medium
Agha Salman,623977,Agha Salman,Pakistan,Agha Salman,nan,Right-hand bat,Right-arm offbreak
KC Brathwaite,348024,Kraigg Brathwaite,West Indies,Kraigg Clairmonte Brathwaite,Opening batsman,Right-hand bat,Right-arm offbreak
Hashmatullah Shahidi,440970,Hashmatullah Shahidi,Afghanistan,Hashmatullah Shahidi,Top-order batsman,Left-hand bat,Right-arm offbreak
LH Ferguson,493773,Lockie Ferguson,New Zealand,Lachlan Hammond Ferguson,Bowler,Right-hand bat,Right-arm fast
RM Hogg,5685,Rodney Hogg,Australia,Rodney Malcolm Hogg,nan,Right-hand bat,Right-arm fast
LM Jongwe,541224,Luke Jongwe,Zimbabwe,Luke Mafuwa Jongwe,Bowler,Right-hand bat,Right-arm fast-medium
Mominul Haque,373696,Mominul Haque,Bangladesh,Mominul Haque,Middle-order batsman,Left-hand bat,Slow left-arm orthodox
JA Morkel,46248,Albie Morkel,South Africa,Johannes Albertus Morkel,Bowling allrounder,Left-hand bat,Right-arm medium-fast
BA Young,38929,Bryan Young,New Zealand,Bryan Andrew Young,nan,Right-hand bat,nan
Ahmed Raza,245490,Ahmed Raza,United Arab Emirates,Ahmed Raza,Bowler,Right-hand bat,Slow left-arm orthodox
CJA Amini,332980,Charles Amini,Papua New Guinea,Charles Jordan Alewa Amini,Allrounder,Left-hand bat,Legbreak
DW Fleming,5239,Damien Fleming,Australia,Damien William Fleming,nan,Right-hand bat,Right-arm fast-medium
DJ Hussey,5766,David Hussey,Australia,David John Hussey,Allrounder,Right-hand bat,Right-arm offbreak
Mohammed Siraj,940973,Mohammed Siraj,India,Mohammed Siraj,Bowler,Right-hand bat,Right-arm medium-fast
SN Netravalkar,398513,Saurabh Netravalkar,United States of America,Saurabh Naresh Netravalkar,nan,Right-hand bat,Left-arm fast-medium
CA Pujara,32540,Cheteshwar Pujara,India,Cheteshwar Arvind Pujara,Top-order batsman,Right-hand bat,Legbreak
Shoaib Mohammad,42658,Shoaib Mohammad,Pakistan,Shoaib Mohammad,nan,Right-hand bat,Right-arm offbreak
BJ Watling,38924,BJ Watling,New Zealand,Bradley-John Watling,Wicketkeeper batsman,Right-hand bat,nan
Junaid Khan,259551,Junaid Khan,Pakistan,Mohammad Junaid Khan,Bowler,Right-hand bat,Left-arm fast
TM Alderman,3943,Terry Alderman,Australia,Terence Michael Alderman,nan,Right-hand bat,Right-arm fast-medium
WKM Benjamin,51220,Winston Benjamin,West Indies,Winston Keithroy Matthew Benjamin,nan,Right-hand bat,Right-arm fast
S Madan Lal,30873,Madan Lal,India,Madan Lal Udhouram Sharma,nan,Right-hand bat,Right-arm medium
AF Milne,450860,Adam Milne,New Zealand,Adam Fraser Milne,Bowler,Right-hand bat,Right-arm fast
RE van der Merwe,47850,Roelof van der Merwe,Netherlands,Roelof Erasmus van der Merwe,Allrounder,Right-hand bat,Slow left-arm orthodox
GD Elliott,44956,Grant Elliott,New Zealand,Grant David Elliott,Allrounder,Right-hand bat,Right-arm medium
Ibrahim Zadran,921509,Ibrahim Zadran,Afghanistan,Ibrahim Zadran,Opening batsman,Right-hand bat,Right-arm medium-fast
Imran Farhat,40582,Imran Farhat,Pakistan,Imran Farhat,nan,Left-hand bat,Legbreak
Afif Hossain,935995,Afif Hossain,Bangladesh,Afif Hossain Dhrubo,Allrounder,Left-hand bat,Right-arm offbreak
CJ Anderson,277662,Corey Anderson,New Zealand,Corey James Anderson,Batting allrounder,Left-hand bat,Left-arm medium-fast
GJ Delany,1099379,Gareth Delany,Ireland,Gareth James Delany,nan,Right-hand bat,Legbreak googly
SM Katich,6128,Simon Katich,Australia,Simon Mathew Katich,Batsman,Left-hand bat,Slow left-arm chinaman
Tauseef Ahmed,43277,Tauseef Ahmed,Pakistan,Tauseef Ahmed,nan,Right-hand bat,Right-arm offbreak
Ahmed Faiz,307639,Ahmad Faiz,Malaysia,Ahmed Faiz Mohammad Noor,nan,Right-hand bat,Legbreak
Azmatullah Omarzai,819429,Azmatullah Omarzai,Afghanistan,Azmatullah Omarzai,Bowler,Right-hand bat,Right-arm medium-fast
BA Edgar,36951,Bruce Edgar,New Zealand,Bruce Adrian Edgar,nan,Left-hand bat,Right-arm bowler
Imam-ul-Haq,568276,Imam-ul-Haq,Pakistan,Imam-ul-Haq,Top-order batsman,Left-hand bat,nan
LRD Mendis,49629,Duleep Mendis,Sri Lanka,Louis Rohan Duleep Mendis,nan,Right-hand bat,Right-arm medium
AME Roberts,52817,Sir Andy Roberts,West Indies,Anderson Montgomery Everton Roberts,nan,Right-hand bat,Right-arm fast
RG Twose,38624,Roger Twose,New Zealand,Roger Graham Twose,Top-order batsman,Left-hand bat,Right-arm medium
JN Loftie-Eaton,1071473,Jan Nicol Loftie-Eaton,Namibia,Jan Nicol Loftie-Eaton,Batsman,Left-hand bat,"Right-arm medium, Legbreak"
MA Ouma,24750,Morris Ouma,Kenya,Morris Amollo Ouma,Wicketkeeper batsman,Right-hand bat,Right-arm offbreak
LPC Silva,50431,Chamara Silva,Sri Lanka,Lindamlilage Prageeth Chamara Silva,Batsman,Right-hand bat,Legbreak
KD Walters,8151,Doug Walters,Australia,Kevin Douglas Walters,nan,Right-hand bat,Right-arm medium
Washington Sundar,719715,Washington Sundar,India,Washington Sundar,Bowling allrounder,Left-hand bat,Right-arm offbreak
W Barresi,44407,Wesley Barresi,Netherlands,Wesley Barresi,Wicketkeeper batsman,Right-hand bat,Right-arm offbreak
PW Borren,36592,Peter Borren,Netherlands,Peter William Borren,Allrounder,Right-hand bat,Right-arm medium
PS de Villiers,44696,Fanie de Villiers,South Africa,Petrus Stephanus de Villiers,nan,Right-hand bat,Right-arm fast-medium
MD Gunathilaka,345821,Danushka Gunathilaka,Sri Lanka,Mashtayage Danushka Gunathilaka,Allrounder,Left-hand bat,Right-arm offbreak
Imran Anwar,1143529,Imran Anwar,Bahrain,Imran Javed Anwar,nan,Right-hand bat,Left-arm medium
VD Philander,46945,Vernon Philander,South Africa,Vernon Darryl Philander,Allrounder,Right-hand bat,Right-arm fast-medium
JR Thomson,7946,Jeff Thomson,Australia,Jeffrey Robert Thomson,nan,Right-hand bat,Right-arm fast
B Masaba,420492,Brian Masaba,Uganda,Brian Masaba,nan,Right-hand bat,"Right-arm fast-medium, Legbreak googly"
HS Modi,24701,Hitesh Modi,Kenya,Hitesh Subhash Modi,nan,Left-hand bat,Right-arm offbreak
Naveen-ul-Haq,793447,Naveen-ul-Haq,Afghanistan,Naveen-ul-Haq Murid,Bowler,Right-hand bat,Right-arm medium-fast
OJ Pope,887207,Ollie Pope,England,Oliver John Douglas Pope,Middle-order batsman,Right-hand bat,nan
GJ Rennie,55713,Gavin Rennie,Zimbabwe,Gavin James Rennie,nan,Left-hand bat,Slow left-arm orthodox
B Shikongo,1069820,Ben Shikongo,Namibia,Ben Shikongo,nan,nan,nan
B Zuiderent,24990,Bas Zuiderent,Netherlands,Bastiaan Zuiderent,Middle-order batsman,Right-hand bat,Right-arm medium
P Aho,1155526,Peter Aho,Nigeria,Peter Aho,nan,Right-hand bat,Right-arm medium-fast
FA Allen,670013,Fabian Allen,West Indies,Fabian Anthony Allen,Bowler,Right-hand bat,Slow left-arm orthodox
PT Collins,51479,Pedro Collins,West Indies,Pedro Tyrone Collins,Bowler,Right-hand bat,Left-arm fast-medium
ER Dexter,11886,Ted Dexter,England,Edward Ralph Dexter,nan,Right-hand bat,Right-arm medium
E Dusingizimana,346602,Eric Dusingizimana,Rwanda,Eric Dusingizimana,nan,nan,nan
H Hiri,646175,Hiri Hiri,Papua New Guinea,Hiri Hiri,nan,Right-hand bat,Right-arm offbreak
DW Hookes,5696,David Hookes,Australia,David William Hookes,nan,Left-hand bat,nan
KA Jamieson,625960,Kyle Jamieson,New Zealand,Kyle Alex Jamieson,nan,Right-hand bat,Right-arm medium
NR Kirton,820685,Nicholas Kirton,West Indies,Nicholas Rasheed Kirton,Batting allrounder,Left-hand bat,nan
Muhammad Nadir,1400992,,,,,,
NK Patel,233258,Nisarg Patel,United States of America,Nisarg Ketankumar Patel,nan,Right-hand bat,Slow left-arm orthodox
GA Priandana,1338585,,,,,,
PADLR Sandakan,429738,Lakshan Sandakan,Sri Lanka,Paththamperuma Arachchige Don Lakshan Rangika Sandakan,Bowler,Right-hand bat,Slow left-arm chinaman
PCR Tufnell,21611,Phil Tufnell,England,Philip Clive Roderick Tufnell,nan,Right-hand bat,Slow left-arm orthodox
Usman Patel,1217288,,,,,,
Abdur Rehman,39091,Abdur Rehman,Pakistan,Abdur Rehman,Bowler,Left-hand bat,Slow left-arm orthodox
TE Bailey,8944,Trevor Bailey,England,Trevor Edward Bailey,nan,Right-hand bat,Right-arm fast-medium
Faisal Khan,794749,Faisal Khan,Saudi Arabia,Faisal Khan,nan,Right-hand bat,Right-arm medium
UC Hathurusingha,49125,Chandika Hathurusingha,Sri Lanka,Upul Chandika Hathurusingha,nan,Right-hand bat,Right-arm medium-fast
Hazratullah Zazai,793457,Hazratullah Zazai,Afghanistan,Hazratullah Zazai,Opening batsman,Left-hand bat,Slow left-arm orthodox
JB Hobbs,14225,Sir Jack Hobbs,England,John Berry Hobbs,nan,Right-hand bat,Right-arm medium
Ishan Kishan,720471,Ishan Kishan,India,Ishan Pranav Kumar Pandey Kishan,Opening batsman,Left-hand bat,nan
JW Jenner,526462,Jonty Jenner,Jersey,Jonty William Jenner,nan,Right-hand bat,Right-arm offbreak
NC Johnson,55528,Neil Johnson,Zimbabwe,Neil Clarkson Johnson,nan,Left-hand bat,Right-arm fast-medium
RR Lindwall,6299,Ray Lindwall,Australia,Raymond Russell Lindwall,nan,Right-hand bat,Right-arm fast
GD McKenzie,6576,Graham McKenzie,Australia,Graham Douglas McKenzie,nan,Right-hand bat,Right-arm fast
Mohammad Mithun,269237,Mohammad Mithun,Bangladesh,Mohammad Mithun,Top-order batsman,Right-hand bat,nan
W Niyitanga,1155609,Wilson Niyitanga,Rwanda,Wilson Niyitanga,nan,nan,nan
ML Nkala,55663,Mluleki Nkala,Zimbabwe,Mluleki Luke Nkala,nan,Right-hand bat,Right-arm medium
MO Odumbe,24708,Maurice Odumbe,Kenya,Maurice Omondi Odumbe,nan,Right-hand bat,Right-arm offbreak
S Prasanna,268740,Seekkuge Prasanna,Sri Lanka,Seekkuge Prasanna,Allrounder,Right-hand bat,Legbreak
AT Rayudu,33141,Ambati Rayudu,India,Ambati Thirupathi Rayudu,Middle-order batsman,Right-hand bat,Right-arm offbreak
KW Richardson,272262,Kane Richardson,Australia,Kane William Richardson,Bowler,Right-hand bat,Right-arm fast-medium
Saleem Elahi,42620,Saleem Elahi,Pakistan,Saleem Elahi,Opening batsman,Right-hand bat,Right-arm offbreak
Waseem Abbas,1204010,,,,,,
KJ Abbott,297583,Kyle Abbott,South Africa,Kyle John Abbott,Bowler,Right-hand bat,Right-arm fast-medium
Abdul Waheed,402106,Abdul Waheed,Saudi Arabia,Abdul Waheed,nan,Right-hand bat,Right-arm offbreak
Bilal Tahir,796255,Bilal Tahir,Kuwait,Bilal Tahir,nan,Right-hand bat,nan
DE Bollinger,4508,Doug Bollinger,Australia,Douglas Erwin Bollinger,Bowler,Left-hand bat,Left-arm fast-medium
KU Carty,820677,Keacy Carty,West Indies,Keacy Uydess Carty,nan,Right-hand bat,Right-arm medium
